1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th
1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512
587630500,443350791,557537073,1547168434,349009462,557539040,315865506,445936732,480574136,587630581,456113065,584188386,584188386
1547429909,1547431139,1547431139,1547430644,1547430644,1547431139,1547427506,1547431139,1547429292,1547430644,1547430644,1547430147,1547430147
1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151
1547429909,1547431139,1547430147,1547430644,1547430147,1547429292,1547430644,1547429909,1547430147,1547429292,1547430644,1547428994,1547428994
1543286062,1543286718,1543286600,1543286640,1543286640,1543286600,1543286640,1543286640,1543286718,1543286718,1543286062,1543286117,1543286117
1547018010,1547014411,1547017446,1547014411,1547017446,1547014411,1547014411,1547014411,1547014411,1547014411,1547017446,1547018010,1547018010
1547429292,1547429909,1547431139,1547429292,1547429292,1547431139,1547431139,1547429909,1547428994,1547427506,1547429909,1547430644,1547430644
1547431139,1547430147,1547429909,1547430644,1547431139,1547430644,1547430147,1547428994,1547430644,1547431139,1547431139,1547429909,1547429909
469978465,307998406,377350783,126728362,256898268,450179029,587631723,438056814,307993552,188862738,481283412,584188519,584188519
1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512
377359937,1543286640,413821382,510509660,1543286640,1547018652,590438805,469977349,520004246,368671158,188862738,324369971,324369971
1547193062,1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547193062,1547193062
1543286718,1543286600,1543286117,1543285418,1543286640,1543286117,1543285418,1543285418,1543286062,1543286600,1543285418,1543286640,1543286640
1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891
1547429292,1547427506,1547427506,1547430147,1547427506,1547430147,1547429909,1547430147,1547431139,1547430644,1547431139,1547430147,1547430147
1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891
1547014411,1547017446,1547017446,1547018010,1547017446,1547018010,1547014411,1547017446,1547018010,1547017446,1547017446,1547017446,1547017446
377314996,383082206,187679247,557539092,557538782,272104512,481389781,290788366,484050500,1547177649,481385745,584120876,584120876
1543286117,1543286640,1543286640,1543286062,1543286640,1543286600,1543286718,1543285418,1543286718,1543286600,1543286718,1543285418,1543285418
1547196877,1547196701,1547195351,1547196877,1547195605,1547195351,1547196701,1547196222,1547195869,1547196877,1547195869,1547196877,1547196877
1547429909,1547431139,1547429909,1547429292,1547428994,1547430147,1547429292,1547428994,1547427506,1547430147,1547430147,1547431139,1547431139
1547018010,1547017446,1547017446,1547018010,1547018010,1547018010,1547017446,1547018010,1547018010,1547018010,1547014411,1547018010,1547018010
188862738,437617450,413779036,504910397,445940080,445941329,504804140,557538975,519855626,458902430,437495437,594381335,594381335
377359852,272102890,413826401,469978465,526369875,445935969,504910785,437492426,290789717,307998406,557537073,519598756,519598756
1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062
1543286600,1543286600,1543286600,1543286718,1543286640,1543284750,1543286600,1543286600,1543286640,1543286718,1543286117,1543286718,1543286718
1547196877,1547195351,1547196222,1547195605,1547195605,1547195869,1547195605,1547196701,1547196222,1547195869,1547196222,1547196701,1547196701
315393724,481208454,397456901,590440761,557528512,514692884,590439031,557537370,383082346,557537073,442093126,256919433,256919433
1547429292,1547428994,1547428994,1547431139,1547430147,1547430147,1547430644,1547428994,1547427506,1547427506,1547431139,1547428994,1547428994
1547175428,557538476,481209234,445940836,469979208,587631943,445940024,445933390,480574136,445934852,445933390,445939812,445939812
1547018010,1547014411,1547014411,1547018010,1547014411,1547017446,1547018010,1547018010,1547014411,1547017446,1547018010,1547018010,1547018010
1547196701,1547195351,1547196877,1547196877,1547196222,1547196701,1547196877,1547196877,1547196701,1547195869,1547196701,1547196701,1547196701
469978465,307998406,587473611,451087514,504905636,510308132,188862738,504844985,510163790,557528512,445935923,228845491,228845491
1531787977,1531787977,1531801122,1531787589,1531801305,1531801305,1531787977,1531787977,1531787977,1531801122,1531801122,1531801122,1531801122
1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512
1543286117,1543286718,1543286718,1543285418,1543286600,1543286718,1543286600,1543286600,1543285418,1543286600,1543286062,1543286117,1543286117
1547014411,1547017446,1547017446,1547017446,1547014411,1547014411,1547014411,1547014411,1547017446,1547018010,1547017446,1547017446,1547017446
1547428994,1547429909,1547427506,1547429292,1547429909,1547429909,1547430147,1547431139,1547429292,1547431139,1547429292,1547429292,1547429292
1547428994,1547431139,1547431139,1547427506,1547430147,1547428994,1547431139,1547427506,1547430147,1547427506,1547428994,1547428994,1547428994
478761179,519598479,557540303,514692884,590440261,377349065,471061770,365062249,436652098,324368599,463083888,504805700,504805700
1531787977,1531787589,1531787977,1531801122,1531787589,1531787589,1531801122,1531801305,1531787977,1531787977,1531787977,1531787589,1531787589
1531787589,1531801122,1531787589,1531801305,1531787589,1531787589,1531801122,1531787977,1531787977,1531801305,1531787977,1531787977,1531787977
1531801122,1531801305,1531787589,1531801305,1531801122,1531787977,1531801122,1531787589,1531801305,1531787589,1531801122,1531787977,1531787977
377353282,451087578,442093690,452600332,514693049,504844985,594381391,442093794,441575980,437613510,441576251,324364218,324364218
1543286640,1543284750,1543284750,1543286640,1543286640,1543286600,1543286640,1543285418,1543286600,1543286718,1543285418,1543284750,1543284750
1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151
1531801305,1531801305,1531801305,1531801122,1531801305,1531787589,1531787977,1531801122,1531801122,1531787977,1531787589,1531801305,1531801305
1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512
481208454,481208640,256882920,442092979,437617377,256919433,377353781,377357179,442093105,510507775,557532022,504806760,504806760
1547018010,1547014411,1547014411,1547018010,1547014411,1547017446,1547014411,1547014411,1547014411,1547014411,1547018010,1547014411,1547014411
1547017446,1547014411,1547017446,1547017446,1547018010,1547014411,1547017446,1547017446,1547017446,1547018010,1547018010,1547014411,1547014411
1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512,1547192512
1547431139,1547431139,1547428994,1547430644,1547429292,1547429909,1547428994,1547430644,1547429292,1547428994,1547431139,1547428994,1547428994
377357179,481210506,481900003,384274798,557535390,445940998,584187892,397457109,445941316,456099412,384274798,481900119,481900119
1547195351,1547195605,1547196701,1547195351,1547196877,1547195351,1547196877,1547195351,1547195869,1547196877,1547195869,1547195869,1547195869
587632139,437495736,437614878,519855675,357646147,324373157,443350791,504801506,272103082,377349028,445939918,437497147,437497147
445937508,587632117,1547175841,400916705,1547014791,1543286640,456209470,504800297,1543286640,526530997,557537073,587632041,587632041
1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151
1547014411,1547018010,1547018010,1547014411,1547018010,1547018010,1547014411,1547017446,1547018010,1547017446,1547014411,1547018010,1547018010
397457112,437613510,510164596,349009510,445938006,324364218,590441174,594381011,526369875,397457141,384274798,451085097,451085097
1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062
448272626,557530392,594380691,149902395,445940493,443624559,584187393,1543286640,1547026025,481388373,514693173,526531597,526531597
1531801305,1531787589,1531801122,1531787589,1531787589,1531801305,1531801305,1531787589,1531801305,1531787977,1531801122,1531801305,1531801305
1547192512,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512
188862738,247721383,469977767,584188131,504801350,504791693,510433669,587631933,437618072,445940028,382972645,357646651,357646651
1543286600,1543286718,1543286640,1543286062,1543286640,1543284750,1543286117,1543285418,1543286600,1543286062,1543286062,1543286117,1543286117
1547195605,1547196701,1547195605,1547196877,1547195605,1547195869,1547196222,1547196877,1547195605,1547195869,1547195605,1547195351,1547195351
1547017446,1547018010,1547018010,1547014411,1547018010,1547017446,1547014411,1547014411,1547014411,1547017446,1547017446,1547018010,1547018010
1531801305,1531787977,1531801305,1531787589,1531787589,1531787977,1531801305,1531787977,1531801122,1531801305,1531787589,1531801305,1531801305
1547195351,1547196877,1547195869,1547196701,1547196701,1547196701,1547195351,1547195869,1547195605,1547195605,1547195605,1547195869,1547195869
1531787589,1531787977,1531801305,1531787589,1531801305,1531787977,1531801122,1531787977,1531801305,1531787589,1531801305,1531787977,1531787977
1543286718,1543284750,1543285418,1543286600,1543286718,1543286718,1543286600,1543285418,1543286640,1543286718,1543286600,1543286600,1543286600
1543286718,1543286600,1543286600,1543286718,1543286718,1543286640,1543286640,1543285418,1543286062,1543284750,1543285418,1543285418,1543285418
1547014411,1547017446,1547014411,1547018010,1547014411,1547017446,1547017446,1547017446,1547017446,1547018010,1547017446,1547014411,1547014411
1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512
1547193151,1547193151,1547193151,1547193151,1547193891,1547193151,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151
1547193062,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062
1547193062,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062
1547018010,1547014411,1547018010,1547017446,1547014411,1547018010,1547017446,1547018010,1547017446,1547014411,1547018010,1547018010,1547018010
307996837,504801506,587620462,188862738,445823211,481388875,481389783,443625348,388142164,480614517,324362417,514693126,514693126
1531801122,1531787589,1531801305,1531787589,1531787589,1531801305,1531787589,1531801122,1531801122,1531787589,1531787977,1531787589,1531787589
1547196222,1547196877,1547195351,1547196877,1547196877,1547195351,1547196701,1547195605,1547196877,1547195605,1547196877,1547196222,1547196222
1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512
1543284750,1543286117,1543286600,1543286600,1543286640,1543286640,1543286600,1543284750,1543286117,1543286062,1543286718,1543286117,1543286117
1547195869,1547196877,1547195351,1547195605,1547195351,1547196877,1547196701,1547196222,1547195869,1547195351,1547195351,1547196701,1547196701
504801327,481383951,469979180,584189001,414222507,515654719,442359061,437491280,324373093,557531164,452708454,481389781,481389781
1531787589,1531787977,1531801122,1531801122,1531801305,1531787589,1531801305,1531787977,1531787977,1531801305,1531801305,1531787977,1531787977
1531801305,1531801122,1531801305,1531787977,1531801305,1531787589,1531801122,1531787977,1531801305,1531787977,1531801122,1531801305,1531801305
594201269,377359993,469979162,247718941,590644672,1547175935,308673957,307993810,557539092,514693207,481389768,324370163,324370163
1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512
1547018010,1547018010,1547017446,1547018010,1547014411,1547018010,1547018010,1547018010,1547018010,1547014411,1547018010,1547018010,1547018010
1543286640,1543285418,1543286062,1543286600,1543285418,1543286718,1543286117,1543286117,1543286600,1543286062,1543286600,1543284750,1543284750
1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062
1547196222,1547195869,1547196701,1547196701,1547195605,1547195605,1547195351,1547196877,1547196222,1547195605,1547195869,1547195605,1547195605
